,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c226389_g3_i1|m.11454,7.5989,8.4813,4.4102,7.5876,8.6682,4.1619,16.17,26.3411,8.0375,0,11.9924,8.3744,8.5954,0,7.8175,3.7506,4.1013,8.9222,9.4116,9.2841,14.1898,4.1726,8.1669,12.6164,13.7778,13.0819,12.3346,0,0,4.3915,8.4236,13.0578,9.4016,8.2818,lcl|c226389_g3_i1|m.11454
lcl|c226409_g2_i1|m.11459,11.56,17.2031,22.364,7.6952,17.5822,4.2209,0,8.9049,4.0757,8.732,12.1625,25.4794,4.3586,0,7.9284,22.8226,20.7974,18.0975,14.3177,9.4158,33.5792,4.2318,12.4242,17.0604,9.3155,35.38,16.6794,21.3439,0,13.3615,25.6292,39.729,19.0699,33.5972,lcl|c226409_g2_i1|m.11459
lcl|c226414_g3_i1|m.11460,92.8457,138.1694,167.6449,123.6109,247.125,135.6029,252.4518,286.0844,196.4099,245.4625,238.7861,261.4868,198.3734,0,127.3565,91.6514,133.6297,193.8035,153.3258,163.8522,192.6399,169.9408,88.6991,171.2792,149.6376,177.5999,111.6358,182.8548,227.6636,178.8577,297.3306,165.4536,127.6359,168.6507,lcl|c226414_g3_i1|m.11460
lcl|c226450_g3_i4|m.11486,98.7854,204.7618,106.4758,140.9129,160.9802,177.7709,232.7327,269.0556,141.8043,87.9435,133.63,139.9715,111.7397,158.5669,145.1827,125.3759,129.4839,231.9769,323.356,155.1767,96.6257,108.4874,91.0029,179.6331,127.9369,145.7703,137.4426,187.6043,185.3785,114.1799,109.5064,177.8345,104.7609,161.4959,lcl|c226450_g3_i4|m.11486
lcl|c226505_g3_i2|m.11536,1.7991,4.016,8.3532,5.3892,8.2089,3.9414,3.8283,6.2364,7.6117,10.1921,5.6785,5.948,6.105,0,5.5525,5.3278,3.884,6.3371,6.6847,4.3961,6.719,7.9031,7.7342,3.9827,2.1746,12.3889,9.7343,1.993,7.5625,2.0794,3.9886,2.061,6.6776,11.7646,lcl|c226505_g3_i2|m.11536
lcl|c226593_g2_i1|m.11607,18.383,0,21.3383,12.2372,13.9799,13.4243,0,0,19.4441,6.9429,6.4471,6.753,20.7937,0,18.912,42.3419,19.8435,7.1948,7.5894,37.433,30.5134,0,59.2717,13.565,37.0344,77.3605,13.262,0,32.1973,21.2478,54.3415,35.0989,7.5814,13.3568,lcl|c226593_g2_i1|m.11607
lcl|c226627_g2_i3|m.11631,14.0514,15.683,16.3103,28.0611,32.0573,0,14.9503,0,0,0,0,46.4561,15.894,0,0,27.7412,0,16.4984,0,0,17.4926,15.4314,30.2036,15.5529,50.9542,0,0,0,14.7664,32.4822,31.1527,16.0971,0,30.6285,lcl|c226627_g2_i3|m.11631
lcl|c207967_g2_i1|m.1713,0,16.1709,8.4089,7.2335,33.0546,15.8706,15.4154,0,0,16.4161,7.6219,7.9836,8.1942,0,7.4527,7.1511,0,17.0116,8.9724,17.7016,18.0368,23.8672,7.7858,8.0184,8.7566,16.6286,7.8393,24.0759,15.2258,0,16.0609,8.2989,8.9629,7.8954,lcl|c207967_g2_i1|m.1713
lcl|c226683_g4_i10|m.11705,0,14.7905,0,13.2321,0,0,14.0995,0,28.0332,0,0,14.6041,29.979,0,13.633,0,14.3045,0,0,0,16.4971,0,0,0,0,0,0,0,0,15.3168,14.6899,0,32.791,14.4427,lcl|c226683_g4_i10|m.11705
lcl|c226723_g5_i2|m.11731,147.2221,176.0545,170.8896,136.5037,119.9562,126.7085,279.7152,291.6216,166.8428,142.9791,121.7039,150.6575,142.7385,1929.9126,162.2768,114.1865,192.9727,148.1659,195.3668,192.7195,235.6421,207.8759,259.9455,104.7566,127.1115,168.9681,125.1762,151.4451,221.0191,145.8556,244.7997,180.7028,91.0744,126.071,lcl|c226723_g5_i2|m.11731
lcl|c226730_g3_i1|m.11735,4.6838,0,0,0,0,0,4.9834,0,9.9083,0,4.9279,0,15.894,0,24.0928,4.6235,15.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.795,0,lcl|c226730_g3_i1|m.11735
lcl|c226765_g1_i1|m.11762,0,8.4615,0,0,0,0,16.1324,8.7599,0,0,7.9764,0,0,0,0,7.4837,8.1835,0,9.3897,0,9.4379,0,0,0,0,0,0,0,0,8.7626,8.404,0,28.1393,8.2626,lcl|c226765_g1_i1|m.11762
lcl|c226774_g3_i2|m.11777,76.5752,12.2096,88.8856,98.308,112.308,59.914,0,0,80.9953,24.7894,23.019,36.1671,61.8693,0,180.0656,161.979,70.8506,25.6887,0,40.096,136.1839,108.1234,105.8138,0,171.8991,125.5516,47.3516,0,0,164.373,84.8858,87.7237,148.88,59.6126,lcl|c226774_g3_i2|m.11777
lcl|c226786_g3_i2|m.11789,0,0,0,0,0,0,1.6028,0,1.5934,0,4.7549,0,1.704,0,0,1.4871,3.2522,0,0,1.8405,1.8754,0,0,0,1.8209,3.4579,0,1.6688,1.5831,1.7412,0,1.7258,5.5914,0,lcl|c226786_g3_i2|m.11789
lcl|c226846_g2_i3|m.11856,0,0,0,0,0,0,4.6123,0,2.2926,2.4559,0,0,2.4517,0,0,0,0,0,0,2.6482,5.3966,2.3804,2.3295,2.3991,0,0,0,0,0,0,2.4027,0,2.6817,0,lcl|c226846_g2_i3|m.11856
lcl|c226898_g4_i1|m.11913,12.0738,26.9516,0,12.0559,13.7727,13.2255,0,0,12.7707,0,12.7031,13.3059,0,0,0,23.8369,0,14.1764,14.954,0,30.0613,13.2596,0,0,0,0,0,13.3755,25.3763,27.9106,13.3841,0,14.9381,13.1589,lcl|c226898_g4_i1|m.11913
lcl|c226903_g2_i4|m.11918,0,0,0,0,0,0,0,0,16.5773,0,16.4896,0,0,0,0,15.4711,0,0,0,0,19.511,0,0,0,0,35.9754,0,0,0,0,0,35.9089,0,17.0813,lcl|c226903_g2_i4|m.11918
lcl|c226904_g2_i1|m.11919,0,0,0,14.0913,0,0,7.5075,0,7.4634,7.9949,0,7.7762,0,0,7.2591,6.9653,0,0,8.7394,0,0,0,7.5836,0,8.5291,16.1967,0,0,0,0,0,8.0834,8.7301,15.3806,lcl|c226904_g2_i1|m.11919
lcl|c208095_g4_i3|m.1732,0,0,0,0,0,0,0,5.3354,0,2.6159,2.4291,0,0,0,0,0,4.9843,0,0,0,0,0,2.4813,0,0,5.2995,0,0,0,0,0,2.6448,0,0,lcl|c208095_g4_i3|m.1732
lcl|c226916_g4_i1|m.11929,5.4881,0,0,0,0,12.0232,0,0,5.8049,0,5.7741,6.0482,0,0,5.646,0,0,0,6.7973,0,0,6.0271,0,0,6.6338,6.2987,0,0,0,0,6.0837,0,6.7901,11.9627,lcl|c226916_g4_i1|m.11929
lcl|c226917_g1_i2|m.11940,3.1106,0,3.6107,3.106,0,0,0,0,6.5803,7.0489,0,3.4281,0,0,3.2001,0,3.3577,3.6523,3.8527,7.6009,3.8724,0,0,0,0,3.5701,0,10.3379,6.5378,0,0,0,3.8486,3.3902,lcl|c226917_g1_i2|m.11940
lcl|c226944_g1_i1|m.11952,0,1.7326,3.6038,0,1.7708,0,0,0,3.2839,3.5177,1.6333,0,0,0,1.597,0,1.6757,0,1.9227,1.8966,0,0,0,0,1.8764,0,0,0,0,0,0,0,0,0,lcl|c226944_g1_i1|m.11952
lcl|c226971_g4_i11|m.11980,9.2611,31.0096,42.9998,0,10.5643,50.7227,39.4144,21.4022,9.7957,10.4933,0,30.6188,20.9512,0,9.5276,9.142,29.9907,21.7478,34.4112,45.2599,23.0584,40.6828,9.9534,51.254,22.389,31.8872,20.0437,20.5192,19.4647,10.7044,41.0649,21.2189,11.4582,10.0935,lcl|c226971_g4_i11|m.11980
lcl|c226990_g1_i2|m.12024,38.1277,63.8326,44.2571,66.6246,65.2393,83.5293,101.4172,44.0559,70.5748,64.8005,90.2589,31.514,75.4733,0,166.7054,65.8651,82.3138,55.9593,70.8347,81.5207,118.6632,73.2766,92.2003,84.4042,80.6526,142.2184,51.5745,73.9172,40.0678,55.0868,42.2656,152.8753,129.7258,62.3317,lcl|c226990_g1_i2|m.12024
lcl|c226999_g3_i5|m.12032,3.6302,0,4.2138,10.8745,6.2115,9.9412,0,2.0973,1.9199,2.0566,1.9097,6.001,8.2125,0,5.602,1.7917,29.3896,2.1312,6.7443,2.2176,2.2596,1.9934,19.5079,0,2.194,2.0832,0,2.0108,3.8149,4.1959,20.1209,10.3968,2.2457,0,lcl|c226999_g3_i5|m.12032
lcl|c227009_g2_i1|m.12051,0,9.1419,0,8.1786,0,0,8.7147,0,8.6635,18.5609,0,9.0266,9.2649,0,8.4264,8.0854,0,0,0,0,10.1967,0,0,9.066,0,18.8012,0,9.0738,0,18.9344,9.0797,0,10.1339,0,lcl|c227009_g2_i1|m.12051
lcl|c227063_g4_i1|m.12098,0,13.4758,7.0074,30.1397,27.5455,19.8382,12.8462,20.9265,6.3853,6.84,6.3515,33.2648,27.3142,0,74.5271,17.8777,32.5825,7.0882,0,14.7514,52.6073,19.8894,58.3936,6.682,21.8914,6.9286,19.5983,6.6877,0,20.933,13.3841,6.9158,29.8762,6.5795,lcl|c227063_g4_i1|m.12098
lcl|c227084_g3_i1|m.12128,0,0,10.453,0,0,0,9.5814,10.4055,9.5251,0,0,0,0,0,0,8.8895,0,0,0,0,11.2107,9.8897,0,9.9676,10.8852,31.0064,0,9.9762,0,10.4087,9.9826,0,0,0,lcl|c227084_g3_i1|m.12128
lcl|c227092_g1_i4|m.12141,0,0,0,0,0,6.2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2504,0,0,0,0,0,0,0,0,0,0,0,lcl|c227092_g1_i4|m.12141
lcl|c162537_g1_i2|m.418,29.9075,0,52.0732,0,0,0,0,0,0,16.9432,31.4664,16.4798,50.7442,0,0,29.5228,16.1418,0,0,0,18.616,16.4224,32.1432,0,36.151,17.1626,0,0,0,17.2841,33.1533,51.3925,0,32.5955,lcl|c162537_g1_i2|m.418
lcl|c208317_g1_i1|m.1768,228.864,442.347,336.9302,312.1317,356.5821,214.008,237.5663,270.8985,194.8404,341.5339,305.3964,172.248,183.1078,0,252.6776,225.92,319.3535,249.0574,331.8559,88.6598,222.3715,153.2571,77.9914,222.4283,411.5888,179.384,265.785,259.7227,234.6435,432.2803,191.8237,294.1578,428.1921,225.0987,lcl|c208317_g1_i1|m.1768
lcl|c227136_g2_i8|m.12192,43.2186,82.6923,50.1665,55.4845,21.1286,20.2891,65.6907,21.4022,65.3046,13.991,38.9754,47.6292,55.8699,0,25.407,48.7573,53.3169,21.7478,22.9408,15.0866,30.7445,27.1219,33.1782,20.5016,14.926,85.0327,13.3625,0,6.4882,7.1362,6.8441,63.6567,68.7493,26.916,lcl|c227136_g2_i8|m.12192
lcl|c227186_g4_i4|m.12220,0,0,0,0,7.0697,6.7887,19.7821,28.6447,6.5553,0,0,0,0,0,0,104.0032,0,0,7.676,0,38.5768,0,0,0,0,56.904,33.5332,0,0,42.9803,0,0,0,0,lcl|c227186_g4_i4|m.12220
lcl|c227188_g1_i1|m.12222,26.7206,29.8234,31.0163,26.6811,50.8011,58.5389,18.9534,20.5835,0,90.8269,84.3402,29.4476,60.4494,0,27.4895,61.5461,19.229,31.3739,22.0633,21.7643,33.2646,58.6899,19.1454,19.7174,53.8314,61.335,57.831,148.0075,56.1606,10.2949,78.9882,40.8145,33.0598,77.6592,lcl|c227188_g1_i1|m.12222
lcl|c227202_g1_i3|m.12234,28.4295,21.1538,76.9997,18.9249,43.24,72.6632,20.1655,32.8498,30.0705,42.9491,29.9114,31.3308,21.4384,0,9.7492,18.7092,0,22.2536,23.4743,0,11.7973,31.2217,10.1849,31.4676,22.9096,43.5051,0,62.9892,9.9587,21.9066,21.0099,54.2809,11.7247,30.9847,lcl|c227202_g1_i3|m.12234
lcl|c227266_g1_i1|m.12288,0,0,0,26.0407,0,0,0,0,0,0,13.7193,0,0,0,0,0,0,7.6552,0,0,0,0,0,7.2166,15.7618,29.9315,0,7.2228,0,15.0717,7.2274,0,16.1332,0,lcl|c227266_g1_i1|m.12288
lcl|c227267_g3_i2|m.12289,5.1581,11.5141,11.9746,20.6018,5.8839,11.3002,5.4881,11.9202,5.4558,23.3774,16.2809,5.6845,11.669,0,0,5.0917,5.5679,12.1127,12.7772,6.302,0,5.6647,11.0874,11.4186,6.2349,11.84,11.1636,22.8569,10.8411,5.9619,17.1537,23.6362,6.3818,16.8651,lcl|c227267_g3_i2|m.12289
lcl|c227270_g10_i4|m.12291,0,0,0,13.6768,7.8123,0,7.2867,7.9134,14.4877,7.7597,14.4111,0,15.4933,0,7.0456,0,14.7854,0,0,0,0,0,7.3605,7.5804,0,7.8602,0,7.5869,0,0,0,0,0,0,lcl|c227270_g10_i4|m.12291
lcl|c227289_g1_i2|m.12315,0,10.4553,0,0,0,0,0,0,0,21.2277,9.8559,0,0,0,0,18.4942,0,0,23.2045,0,23.3234,0,0,0,0,0,0,0,0,10.8274,0,0,0,0,lcl|c227289_g1_i2|m.12315
lcl|c227290_g1_i5|m.12317,21.1683,70.8791,0,0,36.2205,0,90.0901,12.2298,11.1951,11.9923,0,11.6643,23.9442,0,32.6661,10.448,11.425,37.282,13.109,25.8628,26.3525,11.6237,11.3754,11.7152,12.7937,24.295,22.9071,23.4505,0,36.7007,11.7328,36.3752,65.4755,11.5354,lcl|c227290_g1_i5|m.12317
lcl|c227293_g2_i4|m.12320,58.8129,56.2648,58.5152,58.7258,76.673,46.0164,35.7574,67.9573,62.2077,57.1179,70.7183,64.815,114.0436,157.3409,60.5053,41.4688,72.5549,88.785,83.2491,82.121,41.8379,36.9081,90.2993,83.6972,60.9349,86.7859,36.368,93.0769,61.8056,38.8447,74.5095,144.376,62.3705,64.0989,lcl|c227293_g2_i4|m.12320
lcl|c208387_g1_i1|m.1778,7.1963,4.016,4.1766,3.5928,0,0,0,0,0,4.0768,3.7857,3.9653,4.07,0,0,3.5519,3.884,0,0,0,4.4793,0,19.3356,3.9827,4.3493,0,0,0,7.5625,4.1589,0,4.122,8.9035,3.9215,lcl|c208387_g1_i1|m.1778
lcl|c227297_g1_i3|m.12321,12.0738,26.9516,0,24.1118,27.5455,26.4509,12.8462,0,25.5414,13.6801,25.4062,13.3059,0,0,0,11.9185,0,85.0582,14.954,44.2541,30.0613,13.2596,0,13.364,14.5943,27.7143,0,40.1265,12.6881,0,0,27.6631,14.9381,13.1589,lcl|c227297_g1_i3|m.12321
lcl|c227322_g4_i4|m.12336,0,10.9592,0,9.8045,0,10.7556,0,0,0,11.1254,20.6617,0,11.1067,0,0,0,0,11.529,0,11.9966,0,0,21.1061,0,11.8688,22.5388,0,32.633,10.3187,0,0,22.4971,0,0,lcl|c227322_g4_i4|m.12336
lcl|c227361_g2_i9|m.12363,54.3319,72.7692,69.3731,37.976,37.1864,53.5631,57.8078,62.7796,63.2149,73.8725,45.7312,65.8644,30.7284,0,44.7163,42.9064,70.3783,19.1381,33.6465,73.0193,60.8742,23.8672,52.5542,54.1242,45.972,74.8287,82.3128,72.2277,45.6773,43.9593,42.16,62.2421,53.7772,47.3721,lcl|c227361_g2_i9|m.12363
lcl|c227365_g1_i1|m.12366,0,1.8564,1.9306,0,1.8973,0,1.7696,0,3.5185,1.8845,3.4998,1.833,3.7627,0,0,0,0,0,0,2.0321,4.1411,3.6531,0,0,0,1.9089,0,1.8425,1.7479,3.8448,0,1.9054,2.0578,1.8127,lcl|c227365_g1_i1|m.12366
lcl|c227372_g6_i3|m.12377,11.6426,12.9945,27.0285,11.6253,13.2809,25.5063,0,13.4528,24.6292,26.383,24.4988,38.4922,13.1693,0,11.9776,34.4784,12.5676,13.6701,14.4199,14.2245,28.9877,25.572,0,12.8867,28.1461,26.7245,25.1978,25.7956,0,26.9138,25.8122,40.0128,0,0,lcl|c227372_g6_i3|m.12377
lcl|c227396_g2_i4|m.12400,0,0,11.2619,9.6878,0,0,0,0,0,0,10.2078,0,10.9744,0,0,0,0,0,0,0,12.0782,10.655,0,10.7389,0,11.1352,10.4991,0,0,11.2141,0,11.1147,0,0,lcl|c227396_g2_i4|m.12400
lcl|c227414_g2_i1|m.12410,3.0638,0,0,0,3.495,3.3561,6.5197,0,0,0,6.4471,0,0,0,6.304,0,6.6145,0,3.7947,0,19.0709,6.7295,0,0,3.7034,21.0983,3.3155,0,6.4395,0,0,14.0396,7.5814,16.696,lcl|c227414_g2_i1|m.12410
lcl|c227531_g4_i11|m.12520,59.876,66.8289,77.2242,59.7873,37.9453,29.15,63.7066,92.2476,63.3322,37.6901,34.9983,65.9866,97.8293,0,54.7546,124.7789,71.8146,46.8688,41.1998,73.1547,124.2331,58.4504,42.9014,66.2746,88.4592,68.7203,28.7975,44.221,6.9914,76.8967,29.4997,76.2148,57.6185,36.2542,lcl|c227531_g4_i11|m.12520
lcl|c227533_g4_i2|m.12539,3.0638,6.8392,0,0,3.495,3.3561,0,0,9.722,3.4715,16.1177,3.3765,0,0,3.152,3.0244,3.3073,3.5974,7.5894,0,3.8142,0,0,0,0,3.5164,3.3155,6.7883,9.6592,10.6239,0,3.5099,0,0,lcl|c227533_g4_i2|m.12539
lcl|c227543_g1_i1|m.12562,0,0,0,49.3195,17.3363,16.6474,24.255,30.7313,0,8.6099,0,16.7487,8.5954,0,23.4526,11.2517,0,0,14.1174,13.9261,47.2993,12.5178,0,4.2055,9.1852,52.3278,16.4461,29.4635,51.906,0,12.6354,8.7052,14.1024,0,lcl|c227543_g1_i1|m.12562
lcl|c208684_g1_i2|m.1827,5.6012,0,6.5017,11.1859,6.3894,0,0,0,0,0,0,6.1729,0,0,5.7624,5.5292,0,0,0,0,13.946,0,0,6.1998,6.7705,32.1429,6.0613,0,0,0,6.2091,6.4167,0,12.2093,lcl|c208684_g1_i2|m.1827
lcl|c227543_g1_i4|m.12563,61.5853,32.0771,42.8915,0,0,17.9893,26.2101,33.2084,21.7134,9.3038,17.2788,0,9.2882,0,25.343,20.2644,22.1594,33.7448,15.2553,0,0,13.5268,0,4.5444,9.9256,4.7121,0,0,34.5168,28.4731,13.6538,28.2206,15.2391,26.8482,lcl|c227543_g1_i4|m.12563
lcl|c227548_g3_i11|m.12568,24.5107,41.0353,14.2255,48.9487,13.9799,0,39.1181,70.8041,51.8509,27.7716,51.5765,27.012,55.4498,0,37.8239,48.3907,92.603,28.7791,45.5366,29.9464,106.7968,40.3769,26.343,27.1299,59.255,98.4589,39.786,27.1533,51.5157,84.991,54.3415,42.1187,75.8138,40.0704,lcl|c227548_g3_i11|m.12568
lcl|c227571_g1_i1|m.12592,7.4598,0,8.659,7.4487,0,0,3.9685,0,3.9452,4.2261,7.8486,4.1105,0,0,0,11.0457,8.0524,0,4.6197,9.1141,4.6433,0,0,0,9.0171,0,0,0,3.9197,4.3111,0,8.5458,18.459,4.0651,lcl|c227571_g1_i1|m.12592
lcl|c227586_g2_i2|m.12601,0,2.5805,0,2.3086,2.6373,0,0,0,0,0,0,0,0,0,19.0282,9.129,19.9655,0,0,2.8247,2.8782,0,2.4848,0,0,0,0,0,0,0,0,0,0,0,lcl|c227586_g2_i2|m.12601
lcl|c227657_g3_i1|m.12650,67.9149,94.7516,59.1248,67.8143,164.6274,83.6924,90.3247,117.7118,62.8557,125.0446,169.7055,84.2016,38.4105,0,78.6028,92.1818,73.3107,129.5809,115.6598,134.8367,147.9581,121.2008,72.9919,93.9657,71.8312,87.6899,73.4936,103.4511,44.6067,78.4987,28.2321,68.0773,73.5236,46.2618,lcl|c227657_g3_i1|m.12650
lcl|c227676_g2_i3|m.12666,5.9271,13.2308,13.7599,11.8367,6.7612,6.4925,0,13.6974,6.2692,6.7157,6.2361,0,0,0,6.0977,0,12.7961,13.9186,0,0,7.3787,0,6.3702,13.121,0,0,6.414,6.5662,6.2287,13.7016,0,6.79,7.3333,6.4598,lcl|c227676_g2_i3|m.12666
lcl|c227683_g10_i1|m.12674,6.1277,0,0,0,13.9799,6.7122,6.5197,7.0804,6.4814,0,0,0,0,0,0,0,0,0,0,0,0,20.1885,6.5857,0,0,7.0328,13.262,6.7883,6.4395,0,6.7927,7.0198,7.5814,13.3568,lcl|c227683_g10_i1|m.12674
lcl|c227702_g4_i1|m.12691,31.96,0,37.0979,0,0,0,8.5011,0,25.3536,9.053,8.4065,8.8054,0,0,24.6597,7.8872,17.2496,0,9.896,0,9.9468,17.5494,0,26.5315,0,9.1702,8.6463,8.8514,16.7931,9.2351,35.4285,18.3065,19.771,17.4162,lcl|c227702_g4_i1|m.12691
lcl|c227720_g2_i2|m.12706,19.1011,21.3191,22.1718,6.3576,7.263,20.9231,20.3231,14.714,13.4691,28.8565,33.4945,14.0336,14.404,0,13.1005,12.5702,6.8729,7.4758,23.6577,7.779,23.779,6.9924,13.686,21.1423,30.7848,29.23,6.89,7.0535,13.382,22.0777,42.3482,7.294,55.1427,13.8786,lcl|c227720_g2_i2|m.12706
lcl|c227721_g2_i2|m.12707,57.9173,101.5814,28.8121,57.8315,56.6291,72.5051,52.8193,105.1639,87.5148,84.3722,52.231,91.1828,56.1535,0,51.0719,65.3397,53.5875,97.1477,112.7243,90.9793,61.8012,81.7786,88.9242,146.5292,110.0127,113.9524,62.6747,119.1573,104.339,47.8164,91.7185,94.7849,71.6575,99.1929,lcl|c227721_g2_i2|m.12707
lcl|c208691_g4_i1|m.1828,121.8661,17.0021,212.1861,121.6855,17.3768,200.236,48.6234,52.8053,193.3505,172.5993,208.3546,268.6057,241.2325,0,125.3727,135.3357,131.5482,214.6329,150.9376,55.8346,94.8196,167.2937,163.7202,84.3056,313.0269,192.3168,0,320.6368,16.0084,35.2144,185.7515,104.7063,301.5546,332.0476,lcl|c208691_g4_i1|m.1828
lcl|c227726_g1_i1|m.12708,0,7.9791,0,0,8.1549,0,45.6377,0,15.1232,32.4002,15.0431,15.757,40.4321,0,0,0,7.7169,0,26.563,0,8.8997,15.7021,7.6834,0,0,0,0,0,22.5381,0,31.6992,24.5692,0,7.7915,lcl|c227726_g1_i1|m.12708
lcl|c227735_g3_i4|m.12716,4.8367,5.3983,0,9.659,0,5.298,0,11.1774,5.1159,0,5.0888,5.3303,0,0,4.9758,9.5489,0,5.679,0,5.9093,0,0,10.3965,10.7071,0,0,5.234,5.3581,5.0828,11.1808,0,11.0817,0,0,lcl|c227735_g3_i4|m.12716
lcl|c227738_g1_i4|m.12717,22.1763,12.3757,0,11.0717,25.2969,12.1458,0,0,11.7282,12.5634,11.6661,12.2197,0,0,22.8144,10.9455,0,13.0191,0,13.5472,0,12.1772,0,0,13.4029,0,0,12.2836,11.6524,25.6322,24.5831,0,13.7187,24.1694,lcl|c227738_g1_i4|m.12717
lcl|c227772_g1_i1|m.12754,20.2479,11.2996,0,70.7628,0,33.269,32.3149,23.3961,10.7083,34.4127,21.3033,33.4714,22.9032,0,31.2458,149.906,120.2114,0,25.0781,12.3692,163.8436,44.4731,87.0463,0,48.9498,92.955,32.8667,22.4309,10.6391,187.2266,112.227,57.9895,175.3606,11.0339,lcl|c227772_g1_i1|m.12754
lcl|c227794_g1_i1|m.12770,18.4384,12.3477,12.8416,11.0467,8.4132,12.1184,11.7708,0,0,0,11.6397,12.1921,16.6851,0,15.1752,3.6403,19.9034,8.6598,9.1348,13.5165,18.3633,8.0997,3.9634,12.2453,13.3726,38.0916,11.9718,16.3411,3.8753,8.5247,20.4395,25.3475,9.1251,12.0574,lcl|c227794_g1_i1|m.12770
lcl|c227847_g4_i2|m.12829,0,0,0,0,0,5.7969,5.6306,12.2298,5.5975,0,0,5.8321,5.9861,0,0,0,0,0,0,6.4657,19.7644,11.6237,0,0,6.3968,18.2213,5.7268,11.7253,5.5614,0,5.8664,12.1251,6.5476,11.5354,lcl|c227847_g4_i2|m.12829
lcl|c227852_g1_i7|m.12835,8.67,19.3535,10.0638,0,39.56,37.988,9.2246,20.0361,9.1704,9.8235,9.1219,0,29.4208,0,17.8389,17.1169,9.3588,10.1798,0,42.371,10.7933,19.043,9.3181,38.386,10.4799,9.9506,9.3822,9.6047,9.1112,10.0211,9.6109,19.8645,21.4537,18.8985,lcl|c227852_g1_i7|m.12835
lcl|c227928_g3_i2|m.12899,34.1949,12.7219,52.9229,34.1443,39.0067,24.9712,0,39.5117,36.1687,38.7443,23.9849,25.1231,25.7861,0,46.9052,11.2517,24.6078,13.3833,56.4696,27.8522,0,12.5178,24.5008,0,27.5556,39.2458,12.3346,0,23.9566,13.1746,25.2707,26.1156,14.1024,37.2683,lcl|c227928_g3_i2|m.12899
lcl|c227937_g1_i7|m.12905,0,0,0,0,0,0,0,0,0,11.6887,0,0,0,0,10.613,10.1835,0,0,0,0,0,11.3294,0,0,24.9396,11.84,0,0,0,0,0,11.8181,0,0,lcl|c227937_g1_i7|m.12905
lcl|c227947_g3_i3|m.12917,0,0,0,0,0,0,0,0,5.0857,0,0,0,0,0,0,0,0,0,0,0,0,5.2804,0,0,11.6238,0,0,0,0,0,0,0,0,0,lcl|c227947_g3_i3|m.12917
lcl|c208878_g1_i2|m.1846,22.7648,40.6532,26.4245,40.9159,41.5491,29.9235,43.5981,31.5652,19.263,20.6348,52.693,30.1056,41.2001,0,42.1557,40.4495,29.4881,0,73.308,33.376,45.3439,20.0005,68.5064,15.1185,33.0206,36.5783,29.5617,15.1315,81.3387,36.8374,25.2354,31.2949,22.5324,19.8487,lcl|c208878_g1_i2|m.1846
lcl|c227963_g7_i1|m.12929,0,0,0,0,0,15.8003,7.6736,0,0,0,7.5881,0,0,0,0,0,0,8.4682,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5244,8.9232,7.8604,lcl|c227963_g7_i1|m.12929
lcl|c227969_g2_i1|m.12933,8.8106,29.501,20.454,17.5951,30.1512,19.302,9.3742,20.361,9.3191,9.9828,9.2698,9.7097,9.966,0,9.0641,17.3945,0,0,0,10.7645,0,0,37.8769,29.2563,31.9496,40.448,19.0686,19.521,27.7767,10.1836,9.7668,30.2799,0,9.6025,lcl|c227969_g2_i1|m.12933
lcl|c227969_g5_i2|m.12934,97.0213,108.2875,191.4516,87.1899,188.1456,127.5313,123.8739,78.4746,143.6702,175.887,193.9491,149.6917,109.7444,0,89.8318,134.0826,219.9321,182.2676,156.2159,59.2689,84.5475,74.5851,114.7016,96.6504,129.003,144.758,94.4918,128.978,81.5666,201.8537,107.5509,177.8345,72.0231,148.0379,lcl|c227969_g5_i2|m.12934
lcl|c228029_g3_i2|m.12983,0,0,0,0,5.8104,0,0,0,5.3876,0,0,0,5.7616,0,5.2402,0,0,5.9807,6.3087,0,6.3411,0,0,0,6.157,5.846,0,0,5.3528,0,5.6464,0,0,0,lcl|c228029_g3_i2|m.12983
lcl|c228038_g3_i1|m.12994,21.5889,60.2394,50.119,43.1138,135.4472,70.9446,114.8499,37.4183,22.835,48.9222,34.0712,35.6881,36.6299,0,11.105,42.6223,11.652,88.7197,106.9558,52.7532,26.876,35.5638,11.6014,59.7398,91.3351,12.3889,70.0866,59.7911,79.4059,87.3363,59.8296,12.366,66.7764,35.2938,lcl|c228038_g3_i1|m.12994
