,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c243015_g1_i1|m.30516,13.6828,13.3627,7.9412,11.9547,0,5.6205,7.2791,13.8339,12.6635,5.8137,5.3985,13.1942,7.7385,6.4059,10.5574,15.1951,9.2311,4.0164,8.4734,10.4482,6.3876,5.635,5.5146,9.4656,14.4718,11.7779,1.8508,9.4737,12.5816,9.8844,7.5839,21.5529,6.3483,3.7281,lcl|c243015_g1_i1|m.30516
lcl|c243045_g1_i1|m.30553,0,1.5643,0,1.3994,1.5987,1.5352,2.9823,0,0,1.588,0,1.5445,0,0,0,0,0,1.6456,1.7358,0,0,0,0,1.5513,1.6941,0,0,1.5526,1.4728,1.6199,3.1072,1.6056,1.734,0,lcl|c243045_g1_i1|m.30553
lcl|c243085_g1_i3|m.30591,2.4961,2.786,2.8974,2.4924,2.8474,2.7342,10.6232,8.6526,7.9206,2.8282,2.6262,0,0,0,0,2.464,0,5.8616,0,0,6.2148,2.7413,0,0,0,2.8648,8.1034,0,0,11.5404,5.534,0,3.0883,2.7205,lcl|c243085_g1_i3|m.30591
lcl|c243086_g4_i2|m.30593,666.0045,557.506,1017.2002,516.264,579.7883,815.9259,708.6118,941.6946,472.7212,466.6678,599.2994,531.1642,475.795,98.4649,775.3226,968.8549,690.5396,565.9114,596.954,663.8116,610.9239,673.672,489.7524,543.1822,794.4469,502.8813,644.847,533.941,930.1219,1033.1437,718.8564,481.8742,531.2671,420.2366,lcl|c243086_g4_i2|m.30593
lcl|c243097_g5_i3|m.30604,0,0,0,0,0,0,0,0,0,13.4804,12.5177,0,0,0,0,11.7445,0,0,0,0,14.8112,0,12.7869,0,14.3812,27.3098,0,0,0,27.5032,13.1887,13.6297,0,25.9336,lcl|c243097_g5_i3|m.30604
lcl|c243112_g2_i2|m.30632,0,3.1258,3.2508,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0231,0,0,0,0,3.0757,0,3.0999,0,0,0,0,0,0,0,3.2084,6.9301,0,lcl|c243112_g2_i2|m.30632
lcl|c243117_g1_i1|m.30639,0,11.5141,23.9493,20.6018,11.7679,22.6005,10.9762,0,0,23.3774,0,11.369,0,0,0,10.1835,0,36.3382,0,12.604,12.8427,22.6588,11.0874,22.8372,37.4094,0,11.1636,22.8569,0,23.8477,11.4358,11.8181,0,22.4868,lcl|c243117_g1_i1|m.30639
lcl|c179773_g1_i1|m.636,0,4.6528,4.8389,4.1625,4.7553,9.1327,0,0,8.8186,9.4466,4.386,0,0,0,0,0,0,0,5.1631,0,0,0,13.441,4.6142,0,0,0,4.6181,4.3808,0,0,0,0,4.5434,lcl|c179773_g1_i1|m.636
lcl|c212912_g1_i1|m.2890,0,0,0,0,0,0,0,0,0,9.7201,0,9.4542,0,0,0,8.4684,18.5206,0,0,0,10.6797,0,9.22,0,20.7392,9.8459,0,0,0,9.9156,19.0195,9.8277,21.2279,0,lcl|c212912_g1_i1|m.2890
lcl|c243136_g1_i1|m.30659,0,0,0,0,0,0,0,0,3.5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5239,0,0,3.5172,0,0,3.8342,0,0,lcl|c243136_g1_i1|m.30659
lcl|c243149_g1_i2|m.30670,32.763,9.1419,57.045,32.7145,46.7166,80.7484,113.2917,113.5712,8.6635,18.5609,17.2354,72.2131,27.7946,0,50.5586,16.1708,8.8415,67.3199,20.2893,30.0216,40.7867,35.9808,8.803,81.5943,59.4039,47.003,35.4542,90.7383,60.2527,9.4672,45.3984,46.9161,40.5356,17.8538,lcl|c243149_g1_i2|m.30670
lcl|c243154_g1_i1|m.30688,50.9362,85.2764,59.1248,81.3772,81.3453,117.1694,59.6143,70.6271,64.6516,46.1703,48.2321,78.5882,86.4237,0,83.843,80.4496,60.4813,29.9033,37.8523,37.3394,107.7981,55.9388,109.4879,73.2932,67.7266,81.8439,71.6563,67.7134,69.5865,70.6488,79.0499,70.0223,63.0202,49.9628,lcl|c243154_g1_i1|m.30688
lcl|c243228_g1_i1|m.30729,6.5724,3.6678,3.8145,3.2813,0,10.799,3.4964,0,3.4759,7.4468,13.83,7.2431,7.4343,0,3.3808,3.2439,7.0946,7.717,8.1403,4.015,8.182,3.609,7.0637,3.6374,0,11.3148,0,18.2025,10.3603,3.7983,10.9286,15.0586,0,3.5816,lcl|c243228_g1_i1|m.30729
lcl|c243308_g5_i1|m.30798,6.392,0,7.4196,12.7651,0,0,0,0,6.7609,0,6.7252,7.0443,0,0,0,6.3098,0,0,7.9168,7.8095,0,7.0198,6.8698,7.0751,7.7264,0,0,0,6.7172,0,14.1714,14.6452,7.9084,6.9665,lcl|c243308_g5_i1|m.30798
lcl|c243349_g1_i4|m.30872,13.6971,7.6438,7.9495,20.5153,23.4368,37.5092,14.5734,0,21.7316,7.7597,7.2055,30.1899,7.7467,0,14.0913,13.5209,22.178,8.0412,16.9646,8.3674,0,15.0424,29.4421,15.1608,33.1131,55.0211,14.8222,30.3478,21.5911,15.8317,15.1837,7.8456,25.4199,22.3923,lcl|c243349_g1_i4|m.30872
lcl|c243371_g1_i1|m.30909,4.5785,2.5551,0,0,2.6114,2.5076,19.4858,18.5165,2.4214,0,0,0,0,0,0,0,0,5.3759,2.8354,2.797,5.6998,7.5423,0,0,0,2.6274,4.9546,0,4.8115,5.292,5.0754,7.8677,0,2.495,lcl|c243371_g1_i1|m.30909
lcl|c243397_g1_i1|m.30938,125.3814,139.9408,85.9997,0,0,0,18.1913,32.9264,78.3655,51.6591,59.9622,94.2116,25.7861,0,17.5894,5.6258,12.3039,13.3833,49.4109,69.6306,49.6643,68.8478,0,25.2327,55.1113,32.7049,24.6692,25.2544,323.4143,98.8095,37.9061,19.5867,21.1536,24.8455,lcl|c243397_g1_i1|m.30938
lcl|c243413_g2_i1|m.30960,0,0,0,0,0,0,0,0,0,0,0,0,2.1564,0,0,0,0,0,0,0,2.3733,0,0,0,2.3044,4.3759,0,0,0,0,0,2.1839,0,0,lcl|c243413_g2_i1|m.30960
lcl|c243429_g2_i2|m.30976,8.1634,12.1484,9.4758,40.7565,7.7601,8.9421,50.6663,44.0191,40.2948,35.4563,17.1778,19.4924,7.6949,0,100.7796,18.8029,20.5613,3.195,3.3703,4.9869,25.4066,10.4593,29.2455,1.506,9.8676,9.3692,32.3912,7.5363,8.5788,48.7504,7.5411,7.7932,48.817,10.38,lcl|c243429_g2_i2|m.30976
lcl|c212937_g3_i2|m.2900,17.7169,29.6614,20.5651,26.536,20.21,48.5173,9.4252,40.9432,18.7396,20.0741,9.3202,29.2875,10.0201,0,9.1134,8.7445,9.5623,31.2034,54.8584,43.2921,11.0279,29.1855,9.5207,19.6102,32.1233,30.5008,38.3445,29.4406,46.5461,30.7169,39.2795,50.7408,21.9201,9.6546,lcl|c212937_g3_i2|m.2900
lcl|c243503_g5_i1|m.31038,23.4067,30.8747,41.9894,29.7462,33.9824,55.9406,20.3761,17.2111,29.2592,55.4526,33.582,30.4855,28.8831,0,19.702,21.0051,9.1878,47.4705,55.3454,33.7972,26.4901,37.3899,20.5826,51.8161,82.3072,51.286,20.724,77.7909,51.4317,22.1354,49.5352,34.1275,21.0616,44.0635,lcl|c243503_g5_i1|m.31038
lcl|c243506_g1_i6|m.31041,32.14,20.4984,21.3182,16.0462,5.2375,10.0588,12.2129,2.6527,12.1411,15.6069,2.4154,25.3,18.1774,0,0,15.8633,7.4343,21.5641,11.3735,16.829,20.0056,20.1695,22.206,17.7873,33.2996,50.0615,22.3586,27.9755,67.5509,21.2278,17.8141,34.1893,17.0421,15.0123,lcl|c243506_g1_i6|m.31041
lcl|c243516_g2_i1|m.31047,55.5261,29.9873,39.5031,30.4047,26.5617,21.5822,49.5495,41.3932,28.4183,30.442,30.1524,17.7656,30.3908,0,35.0114,22.9856,40.6029,37.8556,66.5535,24.0723,26.7579,13.7696,28.8759,21.8083,36.8065,34.9475,31.0127,33.7327,18.8231,4.1406,17.87,30.7791,33.2414,35.1387,lcl|c243516_g2_i1|m.31047
lcl|c243541_g3_i2|m.31058,0,3.2779,0,2.9325,3.3501,0,3.1247,3.3935,0,0,0,0,0,0,0,8.6972,0,3.4483,3.6375,3.5882,3.6561,0,0,0,0,0,0,6.507,0,3.3945,0,3.3644,3.6336,6.4016,lcl|c243541_g3_i2|m.31058
lcl|c243554_g1_i5|m.31071,119.5303,230.4358,138.7461,119.3532,123.9547,107.1263,231.2312,188.3389,206.885,123.1209,137.1935,167.6547,172.0792,0,178.8651,96.5395,93.8377,114.8286,161.5032,106.2099,94.6932,119.3362,163.502,192.4417,170.7531,149.6575,117.5897,132.4174,159.8705,163.2772,168.6398,186.7263,120.9988,130.2733,lcl|c243554_g1_i5|m.31071
lcl|c243578_g4_i1|m.31087,0.6997,0.3905,0,0.3493,0.3991,0,0,0,0,0.3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7751,0,0,0.7756,0,0.4328,0.3813,lcl|c243578_g4_i1|m.31087
lcl|c243614_g4_i2|m.31123,29.1064,32.4862,78.833,58.1266,11.0674,74.3932,113.551,123.3172,82.0972,120.9223,71.4549,42.7691,87.7955,0,49.9066,57.464,41.8918,170.8759,144.1993,71.1227,36.2346,53.2751,41.7097,85.9115,70.3653,77.9466,115.4899,161.2224,50.9791,56.0705,75.2856,44.4586,36.0115,63.4448,lcl|c243614_g4_i2|m.31123
lcl|c243628_g3_i2|m.31151,113.5069,70.9449,94.8631,231.211,77.6875,64.6537,48.3074,99.678,48.0235,108.0308,191.0772,145.1051,35.9497,0,28.0255,44.8187,73.5149,53.3095,56.2337,11.0943,45.2176,19.9448,107.3531,100.5092,76.8334,52.1091,34.3925,50.2978,66.7982,78.7173,35.2312,78.0193,50.5566,89.0701,lcl|c243628_g3_i2|m.31151
lcl|c243633_g2_i1|m.31165,10.8303,24.1758,37.7141,21.6285,30.8857,23.7267,40.331,25.0284,22.9109,30.678,39.8818,17.9033,24.5011,0,27.8548,26.7274,23.3815,50.8654,20.1208,19.8482,26.9653,17.841,17.4599,17.9815,26.1824,37.2901,29.2998,41.9928,17.0721,31.2951,24.0114,37.2212,20.0995,29.5092,lcl|c243633_g2_i1|m.31165
lcl|c243633_g2_i1|m.31166,11.56,51.6094,13.4184,0,26.3734,0,0,0,36.6817,39.2939,48.6502,12.7397,26.1519,0,23.7853,22.8226,0,27.1462,0,14.1237,43.1732,12.6953,12.4242,25.5906,41.9197,66.3375,25.0191,51.2253,0,0,38.4437,13.243,28.6049,25.1979,lcl|c243633_g2_i1|m.31166
lcl|c212963_g1_i1|m.2911,0,0,0,26.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5207,0,10.7078,50.8347,0,0,0,10.239,0,0,0,0,lcl|c212963_g1_i1|m.2911
lcl|c243654_g1_i2|m.31195,0,0,0,0,0,0,0,0,0,5.9767,0,5.8133,0,0,0,15.6213,5.694,74.3227,45.7331,45.1134,39.4008,40.5511,0,52.5478,51.0091,12.1082,0,46.7493,0,0,0,36.2575,13.0527,40.2433,lcl|c243654_g1_i2|m.31195
lcl|c243654_g1_i2|m.31196,0,0,0,6.5627,0,0,6.9929,0,0,0,0,0,0,0,6.7615,0,0,0,0,0,8.182,0,0,0,0,7.5432,7.1123,0,0,0,0,0,8.1316,0,lcl|c243654_g1_i2|m.31196
lcl|c243671_g5_i1|m.31222,4.9393,5.5128,0,4.932,5.6343,0,0,11.4145,5.2244,5.5964,5.1967,0,5.587,0,0,4.8757,0,0,0,6.0347,6.1489,5.4244,0,10.9342,11.9408,5.6688,5.345,0,5.1906,5.709,0,0,6.1111,5.3832,lcl|c243671_g5_i1|m.31222
lcl|c243673_g1_i1|m.31225,0,4.6056,0,4.1204,9.4143,13.5603,0,4.7681,0,4.6755,0,4.5476,18.6704,0,0,0,4.4543,4.8451,0,15.1248,0,18.127,0,13.7023,0,0,8.9309,9.1427,0,0,4.5743,0,0,0,lcl|c243673_g1_i1|m.31225
lcl|c243724_g1_i1|m.31250,0,0,0,0,8.6614,5.5448,2.6929,0,0,11.4709,5.3258,0,2.8629,0,2.6038,0,0,5.9435,6.2695,6.1846,6.3017,2.7796,5.4404,2.8015,0,20.3339,5.4778,2.8039,2.6598,5.8508,0,11.5979,6.2629,0,lcl|c243724_g1_i1|m.31250
lcl|c243765_g1_i1|m.31282,10.7234,7.9791,8.2982,10.7075,16.3098,23.4926,15.2126,8.2605,7.5616,8.1001,15.0431,7.8785,12.1296,0,3.6773,14.114,11.5754,16.7878,8.8543,8.7344,22.2493,15.7021,7.6834,19.7822,8.6414,20.5123,27.0766,11.8795,15.0254,12.3945,7.9248,12.2846,8.8449,11.6872,lcl|c243765_g1_i1|m.31282
lcl|c243774_g1_i2|m.31291,2.876,3.2099,2.5037,2.1538,1.6403,3.1503,3.06,4.1539,2.2815,1.6293,4.5388,0.7924,0.8133,0,3.6984,2.1292,3.1045,5.0652,3.562,1.7569,1.7902,0.7896,1.5455,1.5917,0,1.6504,1.5561,2.3895,2.2667,0.831,1.594,2.471,2.6687,0.7836,lcl|c243774_g1_i2|m.31291
lcl|c243791_g1_i1|m.31323,41.8764,25.1672,26.1738,28.9484,22.0473,17.6427,44.5554,7.4442,10.2216,10.9495,20.335,28.4,21.8621,0,29.8256,19.0789,24.3403,7.5645,55.8558,11.8069,12.0305,31.8387,48.469,28.524,66.1934,33.2736,20.9152,24.9799,60.9331,26.0628,32.1377,18.4512,3.9855,28.0862,lcl|c243791_g1_i1|m.31323
lcl|c213022_g4_i5|m.2921,47.018,34.9852,63.6728,46.9484,8.939,77.2545,75.039,181.0951,66.3093,26.6367,82.448,60.4524,44.3198,0,56.4328,46.4132,67.6714,82.8091,174.703,38.2968,58.5329,51.6358,58.955,26.0213,56.8335,80.9445,93.2803,164.943,74.1158,45.2877,34.7472,62.8406,29.0863,76.8658,lcl|c213022_g4_i5|m.2921
lcl|c243799_g1_i1|m.31328,3.8625,6.4665,8.9668,11.5702,2.203,0,2.0548,2.2315,2.0427,4.3763,2.0319,4.2566,4.369,0,1.9868,3.8128,2.0847,2.2675,7.1758,14.1571,4.8084,4.2418,8.3024,0,0,2.2165,4.1797,0,4.059,6.6966,2.1408,2.2124,0,6.3144,lcl|c243799_g1_i1|m.31328
lcl|c243884_g3_i1|m.31457,24.3277,0,0,8.0972,9.2504,0,0,0,0,0,8.5319,0,0,0,0,8.0049,0,0,0,0,0,8.9057,0,0,0,0,0,0,8.5219,9.373,8.9893,0,0,0,lcl|c243884_g3_i1|m.31457
lcl|c243893_g1_i1|m.31474,32.368,23.2242,40.2552,39.2457,31.648,55.7158,54.1179,61.4439,26.8999,36.6743,58.3802,56.0548,52.3037,0,11.8926,45.6451,32.4439,35.2901,37.2259,48.0204,74.8335,53.3204,52.1815,48.6222,67.0716,45.1095,32.5248,40.9802,41.3039,56.1182,71.7616,47.6748,42.9074,55.4355,lcl|c243893_g1_i1|m.31474
lcl|c243905_g1_i1|m.31490,0,5.0675,5.2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0255,5.4881,26.0546,0,0,0,0,0,0,0,0,lcl|c243905_g1_i1|m.31490
lcl|c243909_g1_i1|m.31505,5.6694,0,3.2904,8.4915,9.7008,6.2102,3.0161,0,0,3.2118,0,3.124,0,0,5.8326,2.7982,0,9.9851,0,6.9267,7.0579,3.1131,3.0466,0,0,3.2534,3.0676,0,5.9579,6.5529,0,6.4948,7.0144,6.179,lcl|c243909_g1_i1|m.31505
lcl|c243935_g1_i3|m.31546,22.8927,0,10.6292,9.1435,0,0,0,0,14.5284,10.3754,4.8172,10.0916,5.1789,0,9.4206,0,9.8846,0,0,16.7818,0,0,19.6832,0,55.3435,36.7838,0,0,48.1151,5.292,10.1509,10.4902,5.6647,9.9801,lcl|c243935_g1_i3|m.31546
lcl|c243938_g2_i1|m.31548,11.7328,9.0659,14.6666,17.1226,9.2657,9.8861,15.3642,10.4285,18.1378,11.2486,7.5965,13.9248,31.6472,0,15.7844,11.5819,25.3299,3.1791,16.7674,3.308,17.9769,2.9735,21.3398,6.9928,8.7275,12.43,9.7666,7.9986,8.536,20.8634,16.0076,11.3731,25.6827,16.7219,lcl|c243938_g2_i1|m.31548
lcl|c243954_g3_i1|m.31569,22.6383,25.2671,19.7083,11.3024,6.456,24.7977,12.0433,6.5395,17.9588,12.8251,17.8637,6.2372,6.4018,0,5.8224,5.5868,24.4369,26.5807,28.0387,13.8294,0,6.2154,6.0827,25.0575,13.6821,12.9911,24.4979,25.079,23.7902,6.5416,12.5476,25.9342,7.0022,18.5047,lcl|c243954_g3_i1|m.31569
lcl|c213072_g1_i1|m.2941,6.6529,14.8509,0,0,7.5891,0,0,0,0,15.076,6.9997,0,0,0,6.8443,6.5673,7.1815,0,0,0,8.2822,7.3063,7.1502,0,0,0,0,0,6.9914,15.3793,0,7.6215,0,0,lcl|c213072_g1_i1|m.2941
lcl|c243966_g1_i2|m.31591,0,0,0,4.8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0636,0,0,0,0,11.1022,0,0,0,0,0,0,0,0,lcl|c243966_g1_i2|m.31591
lcl|c244055_g1_i3|m.31694,2.9106,3.2486,0,5.8127,4.9803,12.7531,4.6453,5.0448,3.0786,8.2447,4.5935,8.0192,3.2923,0,4.4916,2.8732,7.8547,6.835,7.21,5.3342,7.2469,6.393,3.1282,11.2759,14.0731,5.0109,7.8743,4.8367,0,3.3642,3.2265,13.3376,3.6012,3.1722,lcl|c244055_g1_i3|m.31694
lcl|c244083_g1_i1|m.31720,0,0,0,0,0,0,0,8.9685,0,0,0,0,0,0,0,0,0,0,19.2266,0,0,0,0,0,0,0,0,8.5985,0,0,0,0,19.2062,0,lcl|c244083_g1_i1|m.31720
lcl|c244084_g2_i1|m.31724,18.4524,10.2975,17.849,18.425,17.5408,10.1063,13.0886,21.3214,19.5175,13.9382,19.4142,6.7785,10.4361,0,9.4917,6.0717,13.2789,25.2767,19.0452,15.0297,11.4857,10.1323,9.9159,20.4242,18.5871,17.6483,16.6401,27.2557,29.0869,10.664,13.6366,10.5694,11.415,13.4072,lcl|c244084_g2_i1|m.31724
lcl|c244126_g1_i2|m.31771,25.7091,22.9556,29.8422,18.8254,23.4615,13.142,21.8831,23.7652,29.006,21.3617,19.8361,18.8885,27.1418,0,33.5019,16.9189,18.5011,16.0993,14.8597,31.4106,32.0054,24.4696,22.1048,28.4565,26.9327,55.079,22.2567,30.3797,23.415,23.7725,17.0996,35.3425,12.7233,18.6799,lcl|c244126_g1_i2|m.31771
lcl|c244145_g1_i1|m.31801,510.8825,497.7992,545.9481,445.3479,675.2759,328.6627,586.7061,402.9141,497.4848,679.9212,878.789,464.7146,587.0506,182.2336,558.9535,784.4832,665.2674,637.9365,532.3178,515.1971,323.0472,525.4354,305.041,502.6462,401.8874,362.9752,456.3184,323.4074,860.7098,496.7677,611.2744,641.0006,341.1243,636.3419,lcl|c244145_g1_i1|m.31801
lcl|c244164_g1_i1|m.31837,0,0,1.414,0.6082,0,0,0.6481,0,0,0.6901,0.6409,0,0,0,0,0,0,0,0,0.7442,0.7583,0.6689,0,0,0,0.6991,0,0,0.6401,0,0,0.6978,0,0,lcl|c244164_g1_i1|m.31837
lcl|c244169_g2_i1|m.31846,0,0,0,3.7074,0,0,0,4.2902,3.9272,0,0,4.0918,4.1998,0,0,3.6651,0,17.4379,0,0,4.6222,4.0775,0,0,0,4.2613,4.0179,0,7.8036,4.2915,0,4.2534,0,0,lcl|c244169_g2_i1|m.31846
lcl|c244173_g1_i4|m.31852,27.9421,41.5824,32.4342,37.201,42.4988,51.0125,39.6396,32.2867,49.2583,52.7661,29.3986,41.0583,21.0709,0,38.3282,27.5827,30.1621,43.7442,57.6797,56.8981,34.7853,40.9153,30.031,30.9281,33.7753,32.0695,30.2374,51.5912,58.7279,43.0621,41.2995,53.3504,34.5711,50.7558,lcl|c244173_g1_i4|m.31852
lcl|c244176_g3_i1|m.31854,0,7.1623,14.8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0474,0,0,0,14.7301,0,0,20.2311,0,14.2272,7.3514,7.9396,0,lcl|c244176_g3_i1|m.31854
lcl|c213117_g1_i3|m.2966,46.7611,67.1027,69.7866,106.7242,99.0622,87.8084,99.5052,84.9069,77.7232,52.9823,56.2268,14.7238,7.5562,0,68.7238,32.9711,43.2653,109.8087,82.7373,114.2627,108.1099,58.6899,78.9749,73.9402,56.5229,76.6688,93.9754,81.4041,35.1004,84.933,59.2412,61.2217,49.5897,50.9639,lcl|c213117_g1_i3|m.2966
lcl|c244197_g2_i1|m.31877,0,5.8122,12.0894,10.3996,11.8806,22.8171,5.5407,0,11.0162,5.9004,10.9579,5.739,5.8904,0,0,5.1405,0,0,19.3494,6.3624,0,17.157,0,17.2921,18.884,11.9535,5.6353,23.0759,21.8901,18.0572,11.5454,17.8971,6.443,11.3511,lcl|c244197_g2_i1|m.31877
lcl|c244235_g1_i2|m.31919,44.0529,108.1704,40.9079,43.9877,100.5038,67.5571,140.6136,122.1658,65.234,39.9311,55.619,48.5487,49.8299,0,108.7693,69.578,85.5952,72.4144,65.4743,64.5871,87.7466,58.0554,85.223,117.0253,53.2494,80.8959,104.8773,48.8025,111.1069,61.1017,58.6007,80.7465,119.9087,48.0123,lcl|c244235_g1_i2|m.31919
lcl|c244249_g2_i1|m.31932,69.1498,110.2564,80.2663,49.3195,101.4175,75.7458,94.5946,148.3882,114.9361,78.3496,83.1476,43.5467,89.3918,0,81.3023,48.7573,63.9803,81.1919,159.0562,72.4158,24.5956,43.395,42.468,54.6709,71.6447,34.0131,74.8298,76.6051,124.5744,68.5079,65.7038,67.9005,122.221,53.832,lcl|c244249_g2_i1|m.31932
lcl|c244252_g1_i1|m.31940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4023,0,0,0,0,0,0,0,0,0,0.3806,0,0,0,0.3589,lcl|c244252_g1_i1|m.31940
lcl|c244255_g3_i1|m.31943,111.0434,88.527,124.2915,130.6787,81.4301,117.2915,160.3428,178.7158,104.8687,98.8562,112.6589,126.7463,174.9502,14.8536,163.1981,160.5076,102.742,55.8777,78.5904,150.2055,123.427,152.4367,144.9183,83.4031,134.2248,163.8585,102.9983,92.2616,108.3585,82.5095,87.9248,195.3584,186.454,103.7346,lcl|c244255_g3_i1|m.31943
lcl|c244259_g1_i1|m.31949,0,0,0,0,0,0,9.555,0,4.7494,5.0876,0,4.9485,10.1582,0,4.6195,0,9.694,0,0,0,0,0,4.8259,0,0,10.307,0,9.9487,4.7187,0,0,10.2879,0,0,lcl|c244259_g1_i1|m.31949
lcl|c244264_g3_i1|m.31952,3.6221,0,8.4089,10.8503,4.1318,3.9676,0,12.5559,0,0,7.6219,3.9918,4.0971,0,11.1791,0,11.7297,4.2529,0,0,0,0,0,0,8.7566,29.1001,11.759,8.0253,11.4193,4.1866,0,0,0,0,lcl|c244264_g3_i1|m.31952
lcl|c244278_g1_i1|m.31973,10807.7035,7961.5082,11424.4701,2659.6453,5312.3463,3807.2752,737.2005,2624.9327,5856.9373,5971.5765,7331.7239,7053.7665,8139.2859,9827.2801,6315.9799,7047.0448,7994.1885,5381.3393,8694.1618,6543.2858,6949.9817,8632.1221,2246.219,1137.803,0,91.2546,4166.8562,5423.3657,1736.7709,2120.2845,2140.5254,7924.4801,4946.7571,4852.7539,lcl|c244278_g1_i1|m.31973
lcl|c244304_g2_i1|m.32002,0,0,2.4287,4.1785,0,2.292,0,0,0,0,2.2014,0,0,0,0,0,0,0,0,0,5.2096,2.2979,0,0,0,0,0,0,0,2.4184,2.3195,2.397,0,0,lcl|c244304_g2_i1|m.32002
lcl|c213147_g4_i1|m.2980,53.9721,12.0479,150.357,43.1138,49.2535,35.4723,22.97,49.8911,11.4175,48.9222,90.8566,23.7921,0,0,66.6302,85.2446,34.9561,50.6969,26.7389,26.3766,67.1901,23.7092,23.2027,47.7918,26.0957,74.3332,58.4055,35.8747,0,74.8597,47.8637,160.7577,106.8422,35.2938,lcl|c213147_g4_i1|m.2980
lcl|c244315_g1_i2|m.32024,59.4875,106.2324,151.9118,154.4385,108.5735,91.2268,126.5864,96.2316,100.674,107.8431,137.6942,52.4467,107.6616,0,110.1587,164.4225,64.2138,41.9082,73.6785,130.8242,103.6787,130.66,89.5084,79.0135,158.1935,150.2037,102.9983,92.2616,37.5087,68.758,79.1323,81.7779,103.0403,103.7346,lcl|c244315_g1_i2|m.32024
lcl|c244324_g2_i1|m.32048,0,0,0.568,0,0,0,0.5206,0,0.5176,0,0,0.5393,0,0,0.5034,0,0,0,0,1.1957,0.6092,0,0,0,0,0,0.5295,0,0.5142,0,0.5424,0,0,0,lcl|c244324_g2_i1|m.32048
lcl|c244350_g3_i3|m.32077,0,12.4605,0,0,0,12.229,11.8783,38.6998,11.8085,0,0,0,12.6281,0,0,11.0205,12.0511,39.3249,13.8273,13.64,13.8982,12.2606,11.9987,12.3571,0,0,48.3246,12.3677,11.7322,0,24.7514,0,0,0,lcl|c244350_g3_i3|m.32077
lcl|c244363_g1_i1|m.32089,4.137,4.6173,0,4.1308,4.7191,0,0,0,0,0,0,4.5591,0,0,0,4.0837,0,0,5.1238,0,0,0,0,0,5.0006,0,0,9.1659,4.3475,4.7816,4.5859,9.4785,0,0,lcl|c244363_g1_i1|m.32089
lcl|c244364_g1_i1|m.32091,102.6745,114.5972,74.4879,192.2296,146.4032,84.3514,259.4523,430.0653,176.4767,87.251,94.5231,70.7205,159.691,0,13.2036,164.6999,193.9559,0,31.792,62.7224,143.7973,42.2845,427.6063,142.0583,108.5953,132.5706,208.3283,142.1804,364.1594,178.0127,113.8177,29.4057,111.1538,55.9513,lcl|c244364_g1_i1|m.32091
lcl|c244389_g3_i1|m.32131,4.6044,0,5.3446,0,0,0,9.7979,10.6406,0,0,0,0,0,0,0,0,0,5.4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6967,5.0182,lcl|c244389_g3_i1|m.32131
lcl|c244396_g1_i1|m.32137,56.2055,104.5534,108.7352,81.0654,64.1145,34.2038,172.7589,158.7531,46.2387,113.2146,59.1351,75.7062,42.384,304.0718,70.6723,80.1413,53.9297,80.6586,162.4314,45.7801,85.5193,96.0176,194.6452,131.3359,135.8778,265.1976,114.8865,69.1836,124.6937,72.1827,145.3792,157.3938,92.7194,81.6761,lcl|c244396_g1_i1|m.32137
lcl|c244407_g1_i3|m.32143,52.9589,6.5676,6.8303,41.1293,26.8494,19.3369,12.5215,13.5985,6.224,13.3344,0,6.4848,13.312,0,6.0536,17.4259,19.0555,13.8181,0,21.5679,21.9762,19.3867,12.6484,6.5131,28.4509,60.7815,19.103,39.1124,74.205,27.2053,19.5688,53.9282,29.1213,64.1319,lcl|c244407_g1_i3|m.32143
lcl|c244439_g1_i1|m.32192,276.7038,284.7071,265.983,431.7093,384.6871,260.475,142.6028,189.8376,320.1139,313.5173,322.9687,238.2362,249.4138,0,137.8851,234.7335,149.3438,106.6048,369.4868,306.3746,279.8814,308.628,157.9879,253.6325,292.6599,312.6134,145.0378,162.8475,454.3495,304.833,263.5996,307.083,160.4759,320.4215,lcl|c244439_g1_i1|m.32192
